0.000000000,0.0952103,0.15673,0.0148899,0.926017,0.0341755,1,0.0124655,0.158171,0.709608,0.111774,0.258874,0.101066
0.005804988,0.146015,0.882708,0.0208618,0.831694,0.0204043,0.110947,1,0.775609,0.853733,0.284704,0.257143,0.469279
0.011609977,0.548684,0.465912,0.60362,0.379891,0.0844898,0.716881,0.438999,1,0.33596,0.358481,0.164716,0.299476
0.017414965,0.846107,0.333218,0.255755,0.294567,0.284771,0.890567,1,0.358202,0.228861,0.147826,0.171696,0.281669
0.023219954,0.45836,0.345065,0.105029,1,0.24924,0.209407,0.169171,0.282138,0.844206,0.0805382,0.089031,0.120933
0.029024943,0.110173,0.0818383,0.931431,0.11041,0.82937,0.207246,0.065338,0.560234,0.0109282,1,0.469054,0.0179157
0.034829931,0.100805,0.0259114,0.224399,0.0516343,0.179563,0.00987961,1,0.507329,0.0511106,0.0498743,0.0421724,0.97718
0.040634920,0.160496,0.0164489,0.835449,0.0419703,0.0792953,0.00294834,0.0108729,1,0.0252925,0.0021012,0.00316136,0.361162
0.046439909,0.187947,0.017282,0.885764,0.0279045,0.086787,0.0305353,0.0131949,1,0.00481851,0.0365882,0.0301891,0.40694
0.052244897,0.644808,0.0200441,0.900476,0.0537084,0.803625,0.129527,0.0218785,1,0.00508208,0.197403,0.0461649,0.465031
0.058049886,0.375481,0.020485,0.597753,0.0460484,0.0896496,0.0392082,0.016432,1,0.0228561,0.0418445,0.0331335,0.336162
0.063854875,0.208806,0.0171044,0.565229,0.0380718,0.101783,0.0136439,0.0188864,1,0.00250946,0.0457578,0.0204215,0.329743
0.069659863,0.200772,0.0169699,0.57084,0.0381188,0.102448,0.013492,0.0226888,1,0.00208623,0.0374104,0.0151475,0.334204
0.075464852,0.206286,0.0162691,0.390779,0.041472,0.0912693,0.0127606,0.0225592,1,0.0045169,0.0308996,0.0159989,0.31882
0.081269841,0.213862,0.0154714,0.260962,0.0409806,0.0809855,0.00871442,0.0227999,1,0.00458122,0.0234914,0.0133955,0.303783
0.087074829,0.235503,0.0155028,0.236608,0.0373938,0.0690866,0.0142046,0.0236723,1,0.0105562,0.0155442,0.0111617,0.28624
0.092879818,0.354442,0.0172443,0.219261,0.0333481,0.0593444,0.0516775,0.0259681,1,0.0041527,0.0104227,0.00991438,0.280456
0.098684807,0.220202,0.0187843,0.217431,0.134442,0.0542335,0.0141355,0.0294062,1,0.0179063,0.0138035,0.00891872,0.278093
0.104489795,0.221295,0.0156725,0.168398,0.114139,0.0536428,0.0125164,0.0315238,1,0.0145054,0.00920301,0.00734389,0.274545
0.110294784,0.223748,0.0138987,0.218531,0.103913,0.0539108,0.0218633,0.0326669,1,0.011057,0.00331062,0.0172401,0.28592
0.116099773,0.395929,0.012123,0.215305,0.172316,0.0590875,0.0614151,0.0322879,1,0.0392991,0.00220255,0.00985085,0.31
0.121904761,0.223076,0.0109174,0.203919,0.319426,0.0649696,0.0143522,0.0376181,1,0.0672318,0.000929184,0.00875348,0.329387
0.127709750,0.219944,0.0197104,0.196424,0.0293138,0.0729793,0.0113858,0.0398474,1,0.00110352,0.00086508,0.0097673,0.34914
0.133514739,0.231359,0.00886225,0.198306,0.0907708,0.136259,0.00766114,0.052198,1,0.000266248,0.00569812,0.235319,0.376682
0.139319727,0.216223,0.00861521,0.205127,0.0913319,0.32986,0.00556581,0.0419138,1,0.000219755,0.0642825,0.216841,0.399404
0.145124716,0.213021,0.00802255,0.212888,0.0838615,0.0911053,0.00613011,0.0410534,1,0.000244076,0.00411153,0.166472,0.419887
0.150929705,0.211891,0.00792124,0.218448,0.0560962,0.0949147,0.00600825,0.0423015,1,0.000299606,0.00527054,0.0343147,0.439258
0.156734693,0.209082,0.0103132,0.220311,0.0414012,0.0978276,0.00592428,0.0484277,1,0.000235554,0.00597742,0.0087536,0.456813
0.162539682,0.220467,0.013518,0.222283,0.0419885,0.434112,0.00855583,0.0557443,1,0.000246584,0.0841686,0.00928996,0.470643
0.168344671,0.219957,0.0162947,0.225932,0.04272,0.442749,0.00981764,0.0606774,1,0.000210753,0.0859437,0.00889779,0.484197
0.174149659,0.214598,0.00911213,0.234875,0.0439303,0.442382,0.0106262,0.0609053,1,0.000256733,0.0887863,0.00866166,0.495774
0.179954648,0.210692,0.0974255,0.250011,0.097484,0.10702,0.0104844,0.102013,1,0.000494449,0.00997621,0.264585,0.503119
0.185759637,0.221101,0.00949529,0.269487,0.0476378,0.133069,0.00955304,0.0711426,1,0.000262722,0.0103484,0.0104216,0.507325
0.191564625,0.201056,0.00910216,0.295195,0.304625,0.108793,0.00916585,0.0538542,1,0.0663753,0.0280783,0.0106375,0.510452
0.197369614,0.200259,0.00825431,0.301093,0.0740126,0.109721,0.0206307,0.0512934,1,0.000239943,0.0126671,0.0107159,0.526183
0.203174603,0.200103,0.00798086,0.311256,0.0608765,0.110447,0.0200673,0.0473492,1,0.00463532,0.0398024,0.0110264,0.516903
0.208979591,0.200743,0.00736191,0.302337,0.0465347,0.110701,0.0180233,0.0438368,1,0.00153066,0.0126778,0.011528,0.518948
0.214784580,0.202857,0.00646598,0.293686,0.136788,0.111167,0.0157442,0.0432341,1,0.0148253,0.0118514,0.0122932,0.526871
0.220589569,0.204232,0.00658286,0.28198,0.285218,0.111016,0.0131708,0.0476127,1,0.0510607,0.0115715,0.0292708,0.528876
0.226394557,0.204393,0.00650111,0.268946,0.364697,0.109828,0.0113308,0.0483489,1,0.0744134,0.0101688,0.0404932,0.520908
0.232199546,0.206027,0.00608217,0.256253,0.383753,0.108563,0.0116734,0.0494656,1,0.0793754,0.0091404,0.0619813,0.5154
0.238004535,0.207789,0.00582144,0.2456,0.311657,0.108181,0.0122878,0.0465269,1,0.0645076,0.00841707,0.0717092,0.505307
0.243809523,0.209545,0.00580487,0.238945,0.368709,0.107817,0.01467,0.0431977,1,0.0739125,0.00783423,0.0686939,0.510051
0.249614512,0.212811,0.00596174,0.237507,0.348339,0.106914,0.0172983,0.0418838,1,0.0700798,0.0081873,0.0413893,0.507521
0.255419501,0.214621,0.00627284,0.238758,0.378295,0.107523,0.0205819,0.0410497,1,0.0802331,0.0073986,0.042208,0.505923
0.261224489,0.216873,0.0064718,0.24067,0.204313,0.108555,0.0230755,0.0383427,1,0.049005,0.00608158,0.0123424,0.501246
0.267029478,0.217284,0.00649378,0.24483,0.0364677,0.109697,0.0245319,0.044504,1,0.00047456,0.0059417,0.0104342,0.507674
0.272834467,0.228195,0.00738494,0.287772,0.0379457,0.48818,0.033209,0.0299459,1,0.000583539,0.257885,0.0113687,0.514554
0.278639455,0.210697,0.00992785,0.295136,0.0405688,0.11175,0.0376875,0.0301224,1,0.000808201,0.19639,0.012142,0.51593
0.284444444,0.210161,0.00757747,0.296371,0.0423183,0.110511,0.0356972,0.0306862,1,0.00328147,0.191837,0.0137186,0.503799
0.290249433,0.215096,0.0119906,0.270647,0.0777264,0.106546,0.0273556,0.0293777,1,0.0398346,0.00851807,0.011389,0.467624
0.296054421,0.200988,0.121205,0.320696,0.120768,0.114319,0.0227689,0.0541431,1,0.0708846,0.0179586,0.29215,0.453384
0.301859410,0.270438,0.105261,0.287759,0.0761856,0.155988,0.0416639,0.0310882,1,0.0849198,0.029594,0.0155755,0.516254
0.307664399,0.19043,0.0198678,0.31751,0.1041,0.192379,0.0207003,0.0103638,1,0.00990743,0.0336202,0.0268003,0.556412
0.313469387,0.192928,0.0130086,0.314218,0.123384,0.188405,0.0183796,0.00649003,1,0.0151155,0.0357359,0.0229117,0.526308
0.319274376,0.199297,0.00947518,0.311341,0.141827,0.1474,0.0127741,0.0235172,1,0.00104907,0.0265517,0.401174,0.432376
0.325079365,0.221968,0.00706698,0.33174,0.0462174,0.0845501,0.00555109,0.0414637,1,0.00193535,0.0175469,0.0103291,0.298315
0.330884353,0.224051,0.0049265,0.351278,0.0393394,0.0501565,0.00124051,0.0138154,1,0.00194001,0.0152502,0.012016,0.22632
0.336689342,0.230664,0.00372938,0.359104,0.0350372,0.0474736,0.00130505,0.0162124,1,0.00296298,0.0145451,0.0127074,0.212371
0.342494331,0.224903,0.00306665,0.331733,0.0924511,0.0505127,0.00180457,0.0325592,1,0.00183549,0.0138068,0.331543,0.225328
0.348299319,0.222066,0.00245757,0.316195,0.0251366,0.0517579,0.00196165,0.121187,1,0.0141166,0.0111181,0.00733357,0.24563
0.354104308,0.22522,0.00201944,0.25545,0.0238325,0.112069,0.00203844,0.00812378,1,0.0014479,0.00746069,0.00606992,0.459395
0.359909297,0.225941,0.00487696,0.228767,0.0233867,0.0523791,0.251621,0.0104856,1,0.00440234,0.00376469,0.0699788,0.234402
0.365714285,0.224296,0.0171761,0.221239,0.0264419,0.0499428,0.305603,0.0113375,1,0.00398471,0.00291145,0.0733073,0.22606
0.371519274,0.220249,0.0200537,0.221776,0.0376939,0.049046,0.2265,0.00966879,1,0.0133858,0.00417409,0.0519466,0.218305
0.377324263,0.215758,0.00221299,0.236726,0.0404554,0.048751,0.00123568,0.00671819,1,0.012889,0.00699772,0.00699596,0.217095
0.383129251,0.235279,0.00249837,0.266409,0.041304,0.192356,0.0011235,0.0169636,1,0.00456285,0.0316916,0.00784973,0.223208
0.388934240,0.211154,0.00696948,0.286695,0.438208,0.0674808,0.000985816,0.00662428,1,0.144939,0.0123855,0.0160811,0.244135
0.394739229,0.210568,0.00328425,0.292532,0.0400913,0.0670259,0.0174765,0.00570822,1,0.00385377,0.0132452,0.0158197,0.26009
0.400544217,0.207671,0.0345476,0.295764,0.0393413,0.0698372,0.00126699,0.00414513,1,0.13621,0.0123241,0.00768237,0.276442
0.406349206,0.204499,0.00307813,0.465034,0.037622,0.0768333,0.0013819,0.0038997,1,0.000323528,0.0106755,0.0288828,0.291403
0.412154195,0.212885,0.409457,0.256174,0.0391382,0.0698256,0.00123355,0.0961113,1,0.000282199,0.0281051,0.00746522,0.301286
0.417959183,0.213024,0.00327104,0.251589,0.0388133,0.108595,0.00149,0.00346892,1,0.000491571,0.0095786,0.00757795,0.439588
0.423764172,0.207516,0.00434043,0.285136,0.0378628,0.138774,0.00180396,0.00312956,1,0.000549267,0.00862198,0.00713382,0.600453
0.429569160,0.210847,0.00486976,0.257416,0.0403124,0.0951627,0.00785898,0.00354034,1,0.000582532,0.00814444,0.00755033,0.391456
0.435374149,0.208971,0.00545306,0.262426,0.16553,0.0812977,0.00423819,0.00416867,1,0.0255619,0.00813809,0.00729278,0.37946
0.441179138,0.207928,0.00625034,0.269272,0.0428089,0.0816027,0.00120363,0.00496358,1,0.000455741,0.00850748,0.00818593,0.374859
0.446984126,0.206548,0.0069791,0.276236,0.0432094,0.0831558,0.00135899,0.00286317,1,0.00162929,0.00878297,0.0116996,0.382593
0.452789115,0.206514,0.00792682,0.279866,0.0426911,0.0852732,0.0020474,0.00302955,1,0.00128123,0.00899399,0.00850107,0.391827
0.458594104,0.23274,0.00865907,0.278967,0.0415816,0.0880831,0.105985,0.00336906,1,0.00240906,0.00877196,0.0353407,0.401854
