0.000000000,0.194327,0.0709026,0.125127,0.233339,0.13858,0.0028874,0.00188111,0.162406,0,0.139001,0,0,0.157256,0.0276252,0.247654,0.0752313,0.0596485,0.0550436,0.0193201,1,0,0.0763582,0.000237842,0.353693
0.046439909,0.192022,0.000943116,0.0578287,0.216824,0.144841,0,0,0.165749,0,0.15065,0,0,0.155391,0.0011269,0.238994,0.0699064,0.0614073,0.0452835,0.00804912,1,0,0.0827574,0.000258204,0.344896
0.092879818,0.164795,0,0.00395403,0.176541,0.146284,0,0,0.165535,0,0.133364,0,0.0271942,0.133358,0.00049543,0.216933,0.0562582,0.0616357,0.0378491,0.00845708,1,0,0.0732618,0.00027946,0.361627
0.139319727,0.103004,0,0.022737,0.0381666,0.128907,0,0.00137946,0.17843,0,0.081071,0,0.0608034,0.0833541,0.000632819,0.206183,0.0087979,0.0555877,0.0304296,0.0084556,1,0,0.0445353,0.00031126,0.389102
0.185759637,0.0157365,0,0.0622041,0.0303105,0.0967631,0,0.00447875,0.198126,0,0.0189535,0.0367205,0.0712891,0.0203668,0.000330845,0.191963,0.00612828,0.0443609,0.0195631,0.00703209,1,0,0.0104119,0.00927429,0.383732
0.232199546,0.0291051,9.96872e-05,0.0303319,0.0296814,0.0159378,0,0.014462,0.210691,0.00522005,0,0.0274523,0.0337935,0.0235528,1.97764e-05,0.208939,0.00674273,0.0137856,0.0100545,0.00309771,1,0.00225756,0,0.0170339,0.335853
0.278639455,0.0247029,1.23498e-06,0.00911691,0.0279401,0,0,0.114872,0.197182,0.0341465,0.0378063,0.100065,0.0404111,0.0199904,2.45e-07,0.196102,0.0111619,0.00547039,0.00776868,0.0436361,1,0.00775659,0.00890056,0.0618502,0.296526
0.325079365,0.0323879,0.0011711,0.0692235,0.0214071,0,0,0.132257,0.238698,0,0.109991,0.0743107,0.123296,0.0355141,0.000232329,0.207291,0.00996879,0.00449775,0.00750801,0.0538449,1,0,0.0258947,0.0459313,0.326553
0.371519274,0.0253561,0.00201625,0.0750228,0.11319,0,0.0127372,0.0549836,0.267174,0,0.0744986,0.0653983,0.162004,0.0283064,0.000399992,0.199875,0.0398678,0.00897325,0.010848,0.0178051,1,0,0.0175388,0.0160279,0.341951
0.417959183,0.0420173,0.00315229,0.040545,0.195998,0,0.0224012,0.01659,0.294366,0,0.064256,0.0604202,0.127896,0.0339903,0.000625366,0.179316,0.0646047,0.00673703,0.0152708,0.00355351,1,0,0.0151275,0.0148093,0.344344
0.464399092,0.0864292,0.00361909,0.0427463,0.157793,0,0.0195357,0.0319395,0.39172,0,0.0762149,0.0251409,0.0606894,0.344391,0.000717972,0.122309,0.0508742,0.00542375,0.0175025,0.00684131,1,0,0.0179429,0.00642724,0.336174
0.510839002,0.0232446,0.00273211,0.00762028,0,0,0.12675,0.0374763,0.432868,0,0.042891,0.0112089,0.137225,0.50428,0.000542008,0.00168266,0,0.0216604,0.052787,0.00802728,1,0,0.0100976,0.00366156,0.367764
0.557278911,0.000332729,0,0.0154112,0.0139824,0,0.132945,0.0401742,0.412433,0,0,0.0574458,0.239974,0.646599,0.000775854,0.0133075,0.00282702,0.0328222,0.0414167,0.00860517,1,0,0,0.015156,0.366832
0.603718820,0.0518911,0,0.0526791,0.0175582,0.0282068,0.167493,0.0145951,0.393435,0,0,0.0476198,0.221474,0.745536,0.0152589,0.056515,0.00354999,0.0441444,0.0561962,0.00312622,1,0,0,0.0128029,0.340482
0.650158730,0.107289,0,0.0900159,0.0174924,0.0428594,0.17759,0,0.381169,0,0,0.0466413,0.186276,0.771111,0.0244597,0.0695286,0.00353668,0.050447,0.0632525,0,1,0,0,0.0125198,0.338482
0.696598639,0.047561,0,0.115973,0.0210637,0.0152088,0.0875994,0.00115106,0.319647,0,0,0.0995031,0.11215,0.690719,0.0236736,0.038038,0.00425873,0.0456405,0.0304717,0.000246552,1,0,0,0.0393201,0.353363
0.743038548,0.0328197,0.00271207,0.0460648,0.138688,0.0444187,0.214241,0.0231204,0.350473,0,0,0.0617626,0,0.627887,0.0238066,0.0139114,0.0447145,0.0916038,0.218375,0.00941288,1,0.00252106,0,0.215343,0.27873
0.789478458,0.0432696,0,0,0.182708,0.0456331,0.253701,0.0745664,0.243614,0.00537967,0.078528,0,0,0.643002,0,0,0.0589071,0.2066,0.345489,0.0230899,1,0.00904319,0.0184875,0.560442,0.249368
0.835918367,0.036552,0,0,0.00962957,0.075308,0.130899,0.0588208,0.21403,0.0850641,0.11708,0,0,0.595957,0,0.0132651,0.00310468,0.287218,0.341358,0.013275,1,0.0297301,0.0275636,0.893593,0.218253
0.882358276,0.0414866,0,0,0,0.114478,0.112867,0.0442148,0.186138,0.0644499,0.0891949,0,0.00028084,0.455249,0,0.025658,0,0.265137,0.300648,0.00947063,0.914495,0.0246044,0.0209987,1,0.191415
0.928798185,0.143657,0,0,0.0211338,0.0762784,0.0922056,0.0375907,0.166567,0,0.121945,0,0.0251794,0.346585,0,0.0316389,0.0286048,0.125363,0.224741,0.00820046,0.83585,0.00815811,0.0287089,1,0.220873
0.975238095,0.21351,0.00140201,0,0,0.0509859,0.229699,0.0287207,0.102302,0,0.0465594,0,0.0230466,0.226959,0.000278137,0.03352,0,0.0104673,0.208775,0.00899417,0.542482,0.00389694,0.0109613,1,0.103675
1.021678004,0.28308,0.00685909,0.0173051,0,0.0405148,0.226966,0.0183886,0.0853788,0.0029302,0,0.0543611,0,0.192464,0.00168072,0.0880321,0,0.00831758,0.274728,0.00748645,0.346575,0.00247483,0,1,0.0217994
1.068117913,0.28231,0.113788,0.0634277,0.0303246,0.0207221,0.273921,0,0.0779411,0.167466,0,0,0.156626,0.167978,0.0323669,0.119234,0.00613113,0.0042542,0.358917,0,0.321302,0.0825514,0,1,0.0900622
1.114557823,0.229361,0.0421373,0.0638288,0.0257612,0.0186619,0.201841,0,0.152334,0.170058,0,0,0.252138,0.216458,0.0265229,0.0701934,0.0052085,0.00383123,0.351351,0,0.365883,0.0838289,0,1,0.113434
1.160997732,0.137608,0.00564931,0.0336756,0.0110771,0.0894675,0.000462702,0,0.213547,0.144269,0,0.02193,0.210225,0.3128,0.0379087,0.0316465,0.00223962,0.0300598,0.26668,0,0.453883,0.0711166,0,1,0.0685873
1.207437641,0.0861584,0.00690201,0.00367808,0.0155744,0.0166791,0.0223667,0.0420394,0.486134,0.0413778,0,0.0622942,0.154781,0.370343,0.0228725,0.0431877,0.00502136,0.00577502,0.0709505,0.0169462,0.628715,0.0203969,0,1,0.0822345
1.253877551,0.000858762,0.0485067,0.00210069,0.0125635,0,0.0801868,0.0119411,0.346131,0,0,0.10269,0.292641,0.30165,0.0411974,0.0539048,0.036241,0.04455,0.0362654,0.00255773,1,0,0,0.995205,0.154684
1.300317460,0.00114722,0.0357771,0.0452926,0.0148732,0.0794001,0.241285,0.015264,0.117983,0,0,0.033983,0.262047,0.227173,0.0317793,0.0904315,0.119441,0.0829171,0.0911948,0.00326948,1,0,0,0.762629,0.157205
1.346757369,0.071328,1.20498e-05,0.0643291,0.0275267,0.115284,0.242063,0.023929,0.114359,0,0,0,0.264297,0.231028,3.42755e-06,0.109369,0.156211,0.0861422,0.0882707,0.00512549,1,0,0,0.642571,0.180077
1.393197278,0.000937275,0,0.0587668,0.0112278,0.114713,0.16048,0.0255147,0.148264,0,0,0.00605335,0.184907,0.217788,0,0.103856,0.144791,0.0743446,0.0525547,0.00546516,1,0,0,0.52664,0.130099
1.439637188,0.0378817,0.00289634,0.011621,0.0602553,0.0874839,0.0688667,0.0157697,0.321562,0,0,0.00240099,0.13469,0.294442,0.00057459,0.187949,0.140342,0.0302907,0.0144127,0.00337781,1,0,0,0.474413,0.150881
1.486077097,0.000256876,0.00323799,0.0148829,0.0648305,0.110341,0.0669115,0.0137489,0.195426,0,0.017597,0,0.19083,0.0501444,0.000642368,0.40051,0.211577,0.0760072,0.0145481,0.0172033,1,0,0.0496938,0.378115,0.205332
1.532517006,0,0,0.113648,0.0683227,0.0647499,0.0760215,0.00137612,0.166196,0.0136447,0.0406472,0,0.18028,0,0,0.605093,0.236235,0.169084,0.0159101,0.0254882,1,0.00309947,0.0847824,0.339287,0.14443
1.578956916,0,0,0.0257703,0.110275,0.0978226,0.081807,0,0.176423,0.0271024,0.0196059,0,0.160575,0,0,0.726767,0.22122,0.188345,0.0194671,0.0310983,1,0.00615648,0.0970519,0.355488,0.0991704
